Presence of Pb,Presence of Cu,Purpose of the study,Main minerals/metals mined,Sample Number,Country,Top Region,Region/Province,corrected Region,District/Deposit Location,Sector details,Mine,Latitude,Longitude,Mineral analyzed,208Pb/206Pb,207Pb/206Pb,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,Sources,Full reference
Pb minor,Cu major,Archaeo,abandoned mine in a porphyry copper deposit,CSG2B/2,Italy,Sardinia,Sardinia,Calabona,,quartz/pyrite outcrop,"Calabona, San Giovanni 2 (SS)",40.533841,8.346101,pyrite,2.09009,0.84484,18.54988,15.6716806192,38.7709186892,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
No Pb,Cu major,Archaeo,Cu ores,SARD 130 ,Italy,Sardinia,Southwest,Campana Sissa,,,Campana Sissa (14) ,39.3034775,8.760053,Cu ores,2.1007,0.8576,18.2515057492243,15.6524913305348,38.3409381273955,"Begemann et al., 2001","Begemann, F., Schmitt-Strecker, S., Pernicka, E., Schiavo, F.L., 2001. Chemical Composition and Lead Isotopy of Copper and Bronze from Nuragic Sardinia. European Journal of Archaeology 4, 43-85. "
Pb minor,Cu major,Archaeo,Cu (Pb-Zn) orebodiesˇ,M,Italy,,Campiglia Marittima,Campiglia Marittima,,,Montecatini V. di Cecina,43.392210,10.748958,bornite,2.08263274336283,0.855973451327434,18.08,15.476,37.654,"Chiarantini et al., 2018","Chiarantini, L., Benvenuti, M., Costagliola, P., Dini, A., Firmati, M., Guideri, S., Villa, I.M., Corretti, A., 2018. Copper metallurgy in ancient Etruria (southern Tuscany, Italy) at the Bronze-Iron Age transition: a lead isotope provenance study. Journal of Archaeological Science: Reports 19, 11-23."
Pb minor,Cu major,Archaeo,Cu (Pb-Zn) orebodiesˇ,MP,Italy,,Campiglia Marittima,Campiglia Marittima,,,Montecatini V. di Cecina,43.392210,10.748958,bornite (+chalcocite),2.08106914071129,0.855202120609675,18.108,15.486,37.684,"Chiarantini et al., 2018","Chiarantini, L., Benvenuti, M., Costagliola, P., Dini, A., Firmati, M., Guideri, S., Villa, I.M., Corretti, A., 2018. Copper metallurgy in ancient Etruria (southern Tuscany, Italy) at the Bronze-Iron Age transition: a lead isotope provenance study. Journal of Archaeological Science: Reports 19, 11-23."
Pb minor,Cu major,Archaeo,Cu (Pb-Zn) orebodiesˇ,M1,Italy,,Campiglia Marittima,Campiglia Marittima,,,Montecatini V. di Cecina,43.392210,10.748958,bornite (+digenite),2.08446730833057,0.854298041818785,18.078,15.444,37.683,"Chiarantini et al., 2018","Chiarantini, L., Benvenuti, M., Costagliola, P., Dini, A., Firmati, M., Guideri, S., Villa, I.M., Corretti, A., 2018. Copper metallurgy in ancient Etruria (southern Tuscany, Italy) at the Bronze-Iron Age transition: a lead isotope provenance study. Journal of Archaeological Science: Reports 19, 11-23."
Pb minor,Cu major,Archaeo,Cu (Pb-Zn) orebodiesˇ,E 5-1,Italy,,Campiglia Marittima,Campiglia Marittima,,,Campiglia Marittima/Temperino Valley,43.060053,10.614252,"chalcopyrite (+pyrite, magnetite)",2.07896142750294,0.837642910567368,18.718,15.679,38.914,"Chiarantini et al., 2018","Chiarantini, L., Benvenuti, M., Costagliola, P., Dini, A., Firmati, M., Guideri, S., Villa, I.M., Corretti, A., 2018. Copper metallurgy in ancient Etruria (southern Tuscany, Italy) at the Bronze-Iron Age transition: a lead isotope provenance study. Journal of Archaeological Science: Reports 19, 11-23."
Pb minor,Cu major,Archaeo,Cu (Pb-Zn) orebodiesˇ,E 5-7,Italy,,Campiglia Marittima,Campiglia Marittima,,,Campiglia Marittima/Temperino Valley,43.060053,10.614252,"chalcopyrite (+pyrite, magnetite)",2.0775053304904,0.8363539445629,18.76,15.69,38.974,"Chiarantini et al., 2018","Chiarantini, L., Benvenuti, M., Costagliola, P., Dini, A., Firmati, M., Guideri, S., Villa, I.M., Corretti, A., 2018. Copper metallurgy in ancient Etruria (southern Tuscany, Italy) at the Bronze-Iron Age transition: a lead isotope provenance study. Journal of Archaeological Science: Reports 19, 11-23."
Pb minor,Cu major,Archaeo,Cu (Pb-Zn) orebodiesˇ,T1,Italy,,Campiglia Marittima,Campiglia Marittima,,,Campiglia Marittima/Temperino Valley,43.060053,10.614252,"chalcopyrite (+sphalerite, pyrite, galena)",2.07810833866496,0.836319044572404,18.756,15.686,38.977,"Chiarantini et al., 2018","Chiarantini, L., Benvenuti, M., Costagliola, P., Dini, A., Firmati, M., Guideri, S., Villa, I.M., Corretti, A., 2018. Copper metallurgy in ancient Etruria (southern Tuscany, Italy) at the Bronze-Iron Age transition: a lead isotope provenance study. Journal of Archaeological Science: Reports 19, 11-23."
Pb minor,Cu major,Archaeo,Cu (Pb-Zn) orebodiesˇ,T2,Italy,,Campiglia Marittima,Campiglia Marittima,,,Campiglia Marittima/Temperino Valley,43.060053,10.614252,"chalcopyrite (+sphalerite, pyrite, pyrrhotite)",2.07549181638855,0.835528069520712,18.757,15.672,38.93,"Chiarantini et al., 2018","Chiarantini, L., Benvenuti, M., Costagliola, P., Dini, A., Firmati, M., Guideri, S., Villa, I.M., Corretti, A., 2018. Copper metallurgy in ancient Etruria (southern Tuscany, Italy) at the Bronze-Iron Age transition: a lead isotope provenance study. Journal of Archaeological Science: Reports 19, 11-23."
Pb minor,Cu major,Archaeo,Cu (Pb-Zn) orebodiesˇ,T4,Italy,,Campiglia Marittima,Campiglia Marittima,,,Campiglia Marittima/Temperino Valley,43.060053,10.614252,"chalcopyrite (+sphalerite, pyrite, pyrrhotite)",2.07692307692308,0.835819305348391,18.772,15.69,38.988,"Chiarantini et al., 2018","Chiarantini, L., Benvenuti, M., Costagliola, P., Dini, A., Firmati, M., Guideri, S., Villa, I.M., Corretti, A., 2018. Copper metallurgy in ancient Etruria (southern Tuscany, Italy) at the Bronze-Iron Age transition: a lead isotope provenance study. Journal of Archaeological Science: Reports 19, 11-23."
Pb minor,Cu major,Archaeo,Cu (Pb-Zn) orebodiesˇ,T3 rep,Italy,,Campiglia Marittima,Campiglia Marittima,,,Campiglia Marittima/Temperino Valley,43.060053,10.614252,"chalcopyrite (+sphalerite, pyrrhotite)",2.07756690478729,0.836283185840708,18.758,15.687,38.971,"Chiarantini et al., 2018","Chiarantini, L., Benvenuti, M., Costagliola, P., Dini, A., Firmati, M., Guideri, S., Villa, I.M., Corretti, A., 2018. Copper metallurgy in ancient Etruria (southern Tuscany, Italy) at the Bronze-Iron Age transition: a lead isotope provenance study. Journal of Archaeological Science: Reports 19, 11-23."
Pb minor,Cu major,Archaeo,Cu (Pb-Zn) orebodiesˇ,T3,Italy,,Campiglia Marittima,Campiglia Marittima,,,Campiglia Marittima/Temperino Valley,43.060053,10.614252,"chalcopyrite (+sphalerite, pyrrhotite)",2.07762021537477,0.836283185840708,18.758,15.687,38.972,"Chiarantini et al., 2018","Chiarantini, L., Benvenuti, M., Costagliola, P., Dini, A., Firmati, M., Guideri, S., Villa, I.M., Corretti, A., 2018. Copper metallurgy in ancient Etruria (southern Tuscany, Italy) at the Bronze-Iron Age transition: a lead isotope provenance study. Journal of Archaeological Science: Reports 19, 11-23."
Pb minor,Cu major,Archaeo,Cu (Pb-Zn) orebodiesˇ,CT1,Italy,,Campiglia Marittima,Campiglia Marittima,,,Campiglia Marittima/Temperino Valley,43.060053,10.614252,chrysocolla,2.07849410760945,0.836559483815923,18.753,15.688,38.978,"Chiarantini et al., 2018","Chiarantini, L., Benvenuti, M., Costagliola, P., Dini, A., Firmati, M., Guideri, S., Villa, I.M., Corretti, A., 2018. Copper metallurgy in ancient Etruria (southern Tuscany, Italy) at the Bronze-Iron Age transition: a lead isotope provenance study. Journal of Archaeological Science: Reports 19, 11-23."
Pb minor,Cu major,Archaeo,Cu (Pb-Zn) orebodiesˇ,CT2,Italy,,Campiglia Marittima,Campiglia Marittima,,,Campiglia Marittima/Temperino Valley,43.060053,10.614252,chrysocolla (+azurite),2.07835403230105,0.836415969298012,18.761,15.692,38.992,"Chiarantini et al., 2018","Chiarantini, L., Benvenuti, M., Costagliola, P., Dini, A., Firmati, M., Guideri, S., Villa, I.M., Corretti, A., 2018. Copper metallurgy in ancient Etruria (southern Tuscany, Italy) at the Bronze-Iron Age transition: a lead isotope provenance study. Journal of Archaeological Science: Reports 19, 11-23."
Pb minor,Cu major,Archaeo,Cu (Pb-Zn) orebodiesˇ,MT1b,Italy,,Campiglia Marittima,Campiglia Marittima,,,Campiglia Marittima/Temperino Valley,43.060053,10.614252,malachite,2.07732892773396,0.836069068428906,18.764,15.688,38.979,"Chiarantini et al., 2018","Chiarantini, L., Benvenuti, M., Costagliola, P., Dini, A., Firmati, M., Guideri, S., Villa, I.M., Corretti, A., 2018. Copper metallurgy in ancient Etruria (southern Tuscany, Italy) at the Bronze-Iron Age transition: a lead isotope provenance study. Journal of Archaeological Science: Reports 19, 11-23."
Pb major,Cu minor,Archaeo,"sphalerite, galena, pyrite, marcasite, pyrrhotite, cassiterite, and rare stannite and tetrahedrite",,Italy,Sardinia,Canali Serci galena,Canali Serci,,,"Canali Serci 1/1, lower dump",39.2601,9.13694,galena,2.113,0.861,18.2815356489945,15.7404021937843,38.6288848263254,"Valera & Valera, 2005","Valera, P.G., Valera, R.G., 2005. Outline of Geology ans Mineral Deposits of Sardinia, in: Archaeometallurgy in Sardinia. Monographies instrumentum, pp. 35-109."
Pb major,Cu minor,Archaeo,"sphalerite, galena, pyrite, marcasite, pyrrhotite, cassiterite, and rare stannite and tetrahedrite",,Italy,Sardinia,Canali Serci galena,Canali Serci,,,"Canali Serci 1/2, lower dump",39.2601,9.13694,galena,2.105,0.857,18.4162062615101,15.7826887661142,38.7661141804788,"Valera & Valera, 2005","Valera, P.G., Valera, R.G., 2005. Outline of Geology ans Mineral Deposits of Sardinia, in: Archaeometallurgy in Sardinia. Monographies instrumentum, pp. 35-109."
Pb major,Cu minor,Archaeo,"sphalerite, galena, pyrite, marcasite, pyrrhotite, cassiterite, and rare stannite and tetrahedrite",,Italy,Sardinia,Canali Serci galena,Canali Serci,,,"Canali Serci 1/3, lower dump",39.2601,9.13694,galena,2.11,0.862,18.4162062615101,15.8747697974217,38.8581952117863,"Valera & Valera, 2005","Valera, P.G., Valera, R.G., 2005. Outline of Geology ans Mineral Deposits of Sardinia, in: Archaeometallurgy in Sardinia. Monographies instrumentum, pp. 35-109."
Pb major,Cu minor,Archaeo,"sphalerite, galena, pyrite, marcasite, pyrrhotite, cassiterite, and rare stannite and tetrahedrite",,Italy,Sardinia,Canali Serci galena,Canali Serci,,,"Canali Serci 1/5, lower dump",39.2601,9.13694,galena,2.111,0.862,18.3150183150183,15.7875457875458,38.6630036630036,"Valera & Valera, 2005","Valera, P.G., Valera, R.G., 2005. Outline of Geology ans Mineral Deposits of Sardinia, in: Archaeometallurgy in Sardinia. Monographies instrumentum, pp. 35-109."
Pb major,Cu minor,Archaeo,"sphalerite, galena, pyrite, marcasite, pyrrhotite, cassiterite, and rare stannite and tetrahedrite",,Italy,Sardinia,Canali Serci galena,Canali Serci,,,"Canali Serci 1/6, lower dump",39.2601,9.13694,galena,2,0.863,18.3150183150183,15.8058608058608,36.6300366300366,"Valera & Valera, 2005","Valera, P.G., Valera, R.G., 2005. Outline of Geology ans Mineral Deposits of Sardinia, in: Archaeometallurgy in Sardinia. Monographies instrumentum, pp. 35-109."
Pb major,Cu minor,Archaeo,"sphalerite, galena, pyrite, marcasite, pyrrhotite, cassiterite, and rare stannite and tetrahedrite",,Italy,Sardinia,Canali Serci galena,Canali Serci,,,"Canali Serci 2/1, middle dump",39.2601,9.13694,galena,2.11,0.859,18.450184501845,15.8487084870849,38.929889298893,"Valera & Valera, 2005","Valera, P.G., Valera, R.G., 2005. Outline of Geology ans Mineral Deposits of Sardinia, in: Archaeometallurgy in Sardinia. Monographies instrumentum, pp. 35-109."
Pb major,Cu minor,Archaeo,"sphalerite, galena, pyrite, marcasite, pyrrhotite, cassiterite, and rare stannite and tetrahedrite",,Italy,Sardinia,Canali Serci galena,Canali Serci,,,"Canali Serci 2/2, middle dump",39.2601,9.13694,galena,2.108,0.86,18.4842883548983,15.8964879852125,38.9648798521256,"Valera & Valera, 2005","Valera, P.G., Valera, R.G., 2005. Outline of Geology ans Mineral Deposits of Sardinia, in: Archaeometallurgy in Sardinia. Monographies instrumentum, pp. 35-109."
Pb major,Cu minor,Archaeo,"sphalerite, galena, pyrite, marcasite, pyrrhotite, cassiterite, and rare stannite and tetrahedrite",,Italy,Sardinia,Canali Serci galena,Canali Serci,,,"Canali Serci 2/3, middle dump",39.2601,9.13694,galena,2.109,0.86,18.348623853211,15.7798165137615,38.697247706422,"Valera & Valera, 2005","Valera, P.G., Valera, R.G., 2005. Outline of Geology ans Mineral Deposits of Sardinia, in: Archaeometallurgy in Sardinia. Monographies instrumentum, pp. 35-109."
Pb major,Cu minor,Archaeo,"sphalerite, galena, pyrite, marcasite, pyrrhotite, cassiterite, and rare stannite and tetrahedrite",,Italy,Sardinia,Canali Serci galena,Canali Serci,,,"Canali Serci 2/4, middle dump",39.2601,9.13694,galena,2.104,0.859,18.3150183150183,15.7326007326007,38.5347985347985,"Valera & Valera, 2005","Valera, P.G., Valera, R.G., 2005. Outline of Geology ans Mineral Deposits of Sardinia, in: Archaeometallurgy in Sardinia. Monographies instrumentum, pp. 35-109."
Pb major,Cu minor,Archaeo,"sphalerite, galena, pyrite, marcasite, pyrrhotite, cassiterite, and rare stannite and tetrahedrite",,Italy,Sardinia,Canali Serci galena,Canali Serci,,,"Canali Serci 3/1, upper dump",39.2601,9.13694,galena,2.114,0.859,18.2815356489945,15.7038391224863,38.6471663619744,"Valera & Valera, 2005","Valera, P.G., Valera, R.G., 2005. Outline of Geology ans Mineral Deposits of Sardinia, in: Archaeometallurgy in Sardinia. Monographies instrumentum, pp. 35-109."
Pb major,Cu minor,Archaeo,"sphalerite, galena, pyrite, marcasite, pyrrhotite, cassiterite, and rare stannite and tetrahedrite",,Italy,Sardinia,Canali Serci galena,Canali Serci,,,"Canali Serci 3/2, upper dump",39.2601,9.13694,galena,2.111,0.86,18.2815356489945,15.7221206581353,38.5923217550274,"Valera & Valera, 2005","Valera, P.G., Valera, R.G., 2005. Outline of Geology ans Mineral Deposits of Sardinia, in: Archaeometallurgy in Sardinia. Monographies instrumentum, pp. 35-109."
Pb major,Cu minor,Archaeo,"sphalerite, galena, pyrite, marcasite, pyrrhotite, cassiterite, and rare stannite and tetrahedrite",,Italy,Sardinia,Canali Serci galena,Canali Serci,,,"Canali Serci 3/3, upper dump",39.2601,9.13694,galena,2.119,0.859,18.1488203266788,15.5898366606171,38.4573502722324,"Valera & Valera, 2005","Valera, P.G., Valera, R.G., 2005. Outline of Geology ans Mineral Deposits of Sardinia, in: Archaeometallurgy in Sardinia. Monographies instrumentum, pp. 35-109."
Pb major,Cu minor,Archaeo,"sphalerite, galena, pyrite, marcasite, pyrrhotite, cassiterite, and rare stannite and tetrahedrite",,Italy,Sardinia,Canali Serci galena,Canali Serci,,,"Canali Serci 3/4, upper dump",39.2601,9.13694,galena,2.11,0.86,18.2149362477231,15.6648451730419,38.4335154826957,"Valera & Valera, 2005","Valera, P.G., Valera, R.G., 2005. Outline of Geology ans Mineral Deposits of Sardinia, in: Archaeometallurgy in Sardinia. Monographies instrumentum, pp. 35-109."
Pb major,Cu minor,Archaeo,"sphalerite, galena, pyrite, marcasite, pyrrhotite, cassiterite, and rare stannite and tetrahedrite",,Italy,Sardinia,galenas from the different Sardinian ore deposit types,Canali Serci,,,Canali Serci Madama lev.,39.2601,9.13694,galena,2.111,0.861,18.348623853211,15.7981651376147,38.7339449541284,"Valera & Valera, 2005","Valera, P.G., Valera, R.G., 2005. Outline of Geology ans Mineral Deposits of Sardinia, in: Archaeometallurgy in Sardinia. Monographies instrumentum, pp. 35-109."
Pb major,Cu minor,Archaeo,"sphalerite, galena, pyrite, marcasite, pyrrhotite, cassiterite, and rare stannite and tetrahedrite",,Italy,Sardinia,galenas from the different Sardinian ore deposit types,Canali Serci,,,Canali Serci S.Sisinio South lev.,39.2601,9.13694,galena,2.108,0.86,18.3150183150183,15.7509157509157,38.6080586080586,"Valera & Valera, 2005","Valera, P.G., Valera, R.G., 2005. Outline of Geology ans Mineral Deposits of Sardinia, in: Archaeometallurgy in Sardinia. Monographies instrumentum, pp. 35-109."
Pb major,Cu minor,Archaeo,"sphalerite, galena, pyrite, marcasite, pyrrhotite, cassiterite, and rare stannite and tetrahedrite",,Italy,Sardinia,Hercynian vein galenas,Canali Serci,,,"Canali Serci, S. Sisinio N lev.",39.2601,9.13694,galena,2.113,0.859,18.2481751824818,15.6751824817519,38.558394160584,"Valera & Valera, 2005","Valera, P.G., Valera, R.G., 2005. Outline of Geology ans Mineral Deposits of Sardinia, in: Archaeometallurgy in Sardinia. Monographies instrumentum, pp. 35-109."
Pb major,Cu major,Archaeo,"lead, zinc, copper, iron and manganeseˇ",CMCP,Italy,Sardinia,Sardinia,Capo Marargiu ,,Occurrence,Capo Marargiu (SS),40.33333,8.38333,Chalcopyrite,2.0829,0.84305,18.526,15.6183443,38.5878054,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,Cu major,Archaeo,Cu ores,SARD 123,Italy,Sardinia,North and Northwest,Capo Marargiu ,,,Capo Marargiu (3) ,39.9221,8.63144,Cu ores,2.0891,0.8446,18.5666542888971,15.6813962124025,38.7875974749349,"Begemann et al., 2001","Begemann, F., Schmitt-Strecker, S., Pernicka, E., Schiavo, F.L., 2001. Chemical Composition and Lead Isotopy of Copper and Bronze from Nuragic Sardinia. European Journal of Archaeology 4, 43-85. "
Pb major,Cu major,Archaeo,"lead, zinc, copper, iron and manganeseˇ",CPM6,Italy,Sardinia,Sardinia,Capo Marargiu ,,Occurrence,Capo Marargiu (SS),40.33333,8.38333,"galena, chalcopyrite",2.0821,0.84229,18.57,15.6413253,38.664597,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,Cu major,Archaeo,"lead, zinc, copper, iron and manganeseˇ",CPM5,Italy,Sardinia,Sardinia,Capo Marargiu ,,Occurrence,Capo Marargiu (SS),40.33333,8.38333,"galena, chalcopyrite",2.0858,0.84339,18.535,15.63223365,38.660303,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,Cu major,Archaeo,"lead, zinc, copper, iron and manganeseˇ",CPM10,Italy,Sardinia,Sardinia,Capo Marargiu ,,Occurrence,Capo Marargiu (SS),40.33333,8.38333,"galena, chalcopyrite",2.08438,0.84255,18.5967,15.668649585,38.762589546,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,Cu major,Archaeo,"lead, zinc, copper, iron and manganeseˇ",CPM9,Italy,Sardinia,Sardinia,Capo Marargiu ,,Occurrence,Capo Marargiu (SS),40.33333,8.38333,"galena, chalcopyrite",2.08876,0.84393,18.573,15.67431189,38.79453948,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,Cu major,Archaeo,"lead, zinc, copper, iron and manganeseˇ",CPM7,Italy,Sardinia,Sardinia,Capo Marargiu ,,Occurrence,Capo Marargiu (SS),40.33333,8.38333,"galena, chalcopyrite",2.08869,0.84395,18.5759,15.677130805,38.799296571,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,Cu major,Archaeo,"lead, zinc, copper, iron and manganeseˇ",CMG1,Italy,Sardinia,Sardinia,Capo Marargiu ,,Occurrence,Capo Marargiu (SS),40.33333,8.38333,"galena, chalcopyrite",2.0919,0.84416,18.563,15.67014208,38.8319397,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
Pb major,Cu major,Archaeo,"lead, zinc, copper, iron and manganeseˇ",CPM11,Italy,Sardinia,Sardinia,Capo Marargiu ,,Occurrence,Capo Marargiu (SS),40.33333,8.38333,"galena, chalcopyrite",2.08823,0.84331,18.6305,15.711286955,38.904769015,Oxalid,"Stos-Gale, Z.A., Gale, N.H., 2009. Metal provenancing using isotopes and the Oxford archaeological lead isotope database (OXALID). Archaeol Anthropol Sci 1, 195-213."
